,,,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144,524288,1048576
32,1,  0,0.0,0.5859375,27.734375,89.55078125,99.90234375,
32,1,  4,0.0,0.0,0.09765625,4.58984375,56.54296875,96.484375,100.0,
32,1,  8,0.0,0.0,0.0,0.0,0.390625,15.13671875,81.0546875,99.51171875,
32,1, 16,,0.0,0.0,0.0,0.0,0.0,0.48828125,21.58203125,85.25390625,99.8046875,
32,1, 32,,,,0.0,0.0,0.0,0.0,0.0,0.48828125,25.78125,86.9140625,99.609375,
32,1, 64,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.171875,26.5625,85.546875,99.21875,
32,1,128,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.390625,22.65625,84.375,
32,2,  0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07421875,24.90234375,86.9140625,99.8046875,
32,2,  4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.5859375,23.4375,88.28125,100.0,
32,2,  8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.6875,46.09375,97.65625,
32,2, 16,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32,2, 32,,,,,,,,,,,,,0.0,0.0,0.0,
32,2, 64,,,,,,,,,,,,,,,,
32,2,128,,,,,,,,,,,,,,,,
32,3,  0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1875,
32,3,  4,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
32,3,  8,,,,,,,,,,,,,0.0,0.0,0.0,
32,3, 16,,,,,,,,,,,,,,,,
32,3, 32,,,,,,,,,,,,,,,,
32,3, 64,,,,,,,,,,,,,,,,
32,3,128,,,,,,,,,,,,,,,,
64,1,  0,0.0,0.0,0.0,7.51953125,76.07421875,99.70703125,
64,1,  4,0.0,0.0,0.0,0.0,6.25,73.92578125,99.51171875,
64,1,  8,,,0.0,0.0,0.0,1.171875,45.8984375,98.046875,100.0,
64,1, 16,,,,0.0,0.0,0.0,0.0,3.80859375,67.1875,99.21875,
64,1, 32,,,,,,0.0,0.0,0.0,0.0,5.6640625,73.046875,99.21875,
64,1, 64,,,,,,,,0.0,0.0,0.0,0.0,8.203125,73.828125,100.0,
64,1,128,,,,,,,,,0.0,0.0,0.0,0.0,0.0,7.03125,71.09375,
64,2,  0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03125,72.65625,100.0,
64,2,  4,,,,,,,,,0.0,0.0,0.0,2.34375,64.0625,100.0,
64,2,  8,,,,,,,,,,0.0,0.0,0.0,0.0,1.5625,62.5,
64,2, 16,,,,,,,,,,,,0.0,0.0,0.0,0.0,
64,2, 32,,,,,,,,,,,,,,,0.0,
64,2, 64,,,,,,,,,,,,,,,,
64,2,128,,,,,,,,,,,,,,,,
64,3,  0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
64,3,  4,,,,,,,,,,,,,,,0.0,
64,3,  8,,,,,,,,,,,,,,,,
64,3, 16,,,,,,,,,,,,,,,,
64,3, 32,,,,,,,,,,,,,,,,
64,3, 64,,,,,,,,,,,,,,,,
64,3,128,,,,,,,,,,,,,,,,
